NOMBRE,PRESENTACIÓN,MONODROGA,LABORATORIO,VADEMÉCUM,FCIAS. PROPIAS,FCIAS. CONVENIDAS,OBSERV
CUIDAFEM,comp.rec.x 21,etinilestradiol+gestodeno,Laboratorios Bernabó,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
CUIDAFEM,comp.rec.x 21,etinilestradiol+gestodeno,Laboratorios Bernabó,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
CUPRIPEN,250 mg caps.x 30,penicilamina,Spedrog Caillon,AMBULATORIO UNIFICADO,50%,40%,
CUPRIPEN,250 mg caps.x 30,penicilamina,Spedrog Caillon,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM,iny.a.x 6 x 3 ml,diclofenac sódico,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM,gel x 50 g,diclofenac dietilamina,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM,iny.a.x 6 x 3 ml,diclofenac sódico,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM,gel x 50 g,diclofenac dietilamina,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM A.P.,caps.x 15,diclofenac sódico,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM A.P.,caps.x 15,diclofenac sódico,Duncan,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
CURINFLAM A.P.,caps.x 15,diclofenac sódico,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM A.P.,caps.x 15,diclofenac sódico,Duncan,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
CURINFLAM GESIC,75 mg comp.rec.x 15,diclofenac sódico,Duncan,PMI MADRE,100%,100%,Previa Inscripción al Plan
CURINFLAM GESIC,75 mg comp.rec.x 15,diclofenac sódico,Duncan,PMI MADRE,100%,100%,Previa Inscripción al Plan
CURINFLAM PLUS,comp.x 15,diclofenac+pridinol,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CURINFLAM PLUS,comp.x 15,diclofenac+pridinol,Duncan,AMBULATORIO UNIFICADO,50%,40%,
CUSTEY,2 mg comp.x 10,loperamida,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
CUSTEY,2 mg comp.x 10,loperamida,Microsules Arg.,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
CUSTEY,2 mg comp.x 10,loperamida,Microsules Arg.,AMBULATORIO UNIFICADO,50%,40%,
CUSTEY,2 mg comp.x 10,loperamida,Microsules Arg.,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
CUTA,cr.x 20 g,betametasona+gentamic.+miconazol,Fortbenton,AMBULATORIO UNIFICADO,50%,40%,
CUTA,cr.x 20 g,betametasona+gentamic.+miconazol,Fortbenton,PMI HIJO,100%,100%,Previa Inscripción al Plan
CUTA,cr.x 20 g,betametasona+gentamic.+miconazol,Fortbenton,AMBULATORIO UNIFICADO,50%,40%,
CUTA,cr.x 20 g,betametasona+gentamic.+miconazol,Fortbenton,PMI HIJO,100%,100%,Previa Inscripción al Plan
CUTANIT,ung.x 30 g,calcipotriol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
CUTANIT,ung.x 30 g,calcipotriol,Lazar,AMBULATORIO UNIFICADO,50%,40%,
CYCLO 3,caps. X 28,ruscogenina+hesperidina+asoc.,Sidus,AMBULATORIO COMPLEMENTARIO,45%,40%,
CYCLO 3,caps. X 56,ruscogenina+hesperidina+asoc.,Sidus,AMBULATORIO COMPLEMENTARIO,45%,40%,
CYCLO 3,caps. X 28,ruscogenina+hesperidina+asoc.,Sidus,AMBULATORIO COMPLEMENTARIO,45%,40%,
CYCLO 3,caps. X 56,ruscogenina+hesperidina+asoc.,Sidus,AMBULATORIO COMPLEMENTARIO,45%,40%,
CYCLOPARIN,gel tópico x 60 g,heparina,Sidus,AMBULATORIO UNIFICADO,50%,40%,
CYCLOPARIN,gel tópico x 60 g,heparina,Sidus,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,30 mg caps.x 14,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,60 mg caps.x 14,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,60 mg caps.x 28,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,30 mg caps.x 14,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,60 mg caps.x 14,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
CYMBALTA,60 mg caps.x 28,duloxetina,Eli Lilly,AMBULATORIO UNIFICADO,50%,40%,
D.A.P.S.,100 mg comp.x 100,dapsona,Rontag,AMBULATORIO UNIFICADO,50%,40%,
D.A.P.S.,100 mg comp.x 100,dapsona,Rontag,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,110 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,110 mg cáps.x 60,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,150 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,150 mg cáps.x 60,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,75 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,110 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,110 mg cáps.x 60,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,150 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,150 mg cáps.x 60,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DABIDANE,75 mg cáps.x 30,dabigatrán,Elea,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,16 mg comp.x 15,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,16 mg comp.x 30,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,8 mg comp.x 15,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,8 mg comp.x 30,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,16 mg comp.x 15,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,16 mg comp.x 30,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,8 mg comp.x 15,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTEN,8 mg comp.x 30,candesartán cilexetil,Phoenix,AMBULATORIO UNIFICADO,50%,40%,
DACTILUS,10 mg comp.rec. x 28,dapagliflozina,Elea,CRONICOS,70%,70%,
DACTILUS,10 mg comp.rec. x 28,dapagliflozina,Elea,DIABETES,100%,100%,
DACTILUS,10 mg comp.rec. x 28,dapagliflozina,Elea,CRONICOS,70%,70%,
DACTILUS,10 mg comp.rec. x 28,dapagliflozina,Elea,DIABETES,100%,100%,
DAFLON 500,500 mg comp.x 30,diosmina+hesperidina micronizada,Servier,AMBULATORIO COMPLEMENTARIO,45%,40%,
DAFLON 500,500 mg comp.x 60,diosmina+hesperidina micronizada,Servier,AMBULATORIO COMPLEMENTARIO,45%,40%,
DAFLON 500,500 mg comp.x 30,diosmina+hesperidina micronizada,Servier,AMBULATORIO COMPLEMENTARIO,45%,40%,
DAFLON 500,500 mg comp.x 60,diosmina+hesperidina micronizada,Servier,AMBULATORIO COMPLEMENTARIO,45%,40%,
DAGLIBEN,10 mg comp.rec.x 30,dapagliflozina,Montpellier,CRONICOS,70%,70%,
DAGLIBEN,10 mg comp.rec.x 30,dapagliflozina,Montpellier,DIABETES,100%,100%,
DAGLIBEN,10 mg comp.rec.x 30,dapagliflozina,Montpellier,CRONICOS,70%,70%,
DAGLIBEN,10 mg comp.rec.x 30,dapagliflozina,Montpellier,DIABETES,100%,100%,
DAGOL CETUS,gts.x 15 ml,"sodio,picosulfato",Cetus,AMBULATORIO UNIFICADO,50%,40%,
DAGOL CETUS,gts.x 15 ml,"sodio,picosulfato",Cetus,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DAGOL CETUS,gts.x 15 ml,"sodio,picosulfato",Cetus,AMBULATORIO UNIFICADO,50%,40%,
DAGOL CETUS,gts.x 15 ml,"sodio,picosulfato",Cetus,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DAIVONEX,ung.x 30 g,calcipotriol,Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
DAIVONEX,ung.x 30 g,calcipotriol,Andrómaco,AMBULATORIO UNIFICADO,50%,40%,
DALACIN C 300,300 mg caps.x 16,clindamicina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
DALACIN C 300,300 mg caps.x 16,clindamicina,Pfizer,AMBULATORIO UNIFICADO,50%,40%,
DAMSEL,comp.rec.x 28,drospirenona+etinilestradiol,Gador,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
DAMSEL,comp.rec.x 28,drospirenona+etinilestradiol,Gador,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
DAMSELLA,comp.rec.x 24 + plac.x 4,drospirenona+etinilestradiol,Gador,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
DAMSELLA,comp.rec.x 24 + plac.x 4,drospirenona+etinilestradiol,Gador,CONTRACEPTIVOS,100%,100%,con Planilla autorizada previamante
DANANTIZOL,20 mg comp.x 30,metimazol,Gador,AMBULATORIO UNIFICADO,50%,40%,
DANANTIZOL,5 mg comp.x 100,metimazol,Gador,AMBULATORIO UNIFICADO,50%,40%,
DANANTIZOL,20 mg comp.x 30,metimazol,Gador,CRONICOS,70%,70%,
DANANTIZOL,5 mg comp.x 100,metimazol,Gador,CRONICOS,70%,70%,
DANANTIZOL,20 mg comp.x 30,metimazol,Gador,AMBULATORIO UNIFICADO,50%,40%,
DANANTIZOL,5 mg comp.x 100,metimazol,Gador,AMBULATORIO UNIFICADO,50%,40%,
DANANTIZOL,20 mg comp.x 30,metimazol,Gador,CRONICOS,70%,70%,
DANANTIZOL,5 mg comp.x 100,metimazol,Gador,CRONICOS,70%,70%,
DAPABER,10 mg comp.rec.x 28,dapagliflozina,Laboratorios Be,CRONICOS,70%,70%,
DAPABER,10 mg comp.rec.x 28,dapagliflozina,Laboratorios Be,DIABETES,100%,100%,
DAPABER,10 mg comp.rec.x 28,dapagliflozina,Laboratorios Be,CRONICOS,70%,70%,
DAPABER,10 mg comp.rec.x 28,dapagliflozina,Laboratorios Be,DIABETES,100%,100%,
DAPAX,5 mg comp.rec. x 30,dapagliflozina,Baliarda,DIABETES,100%,100%,
DAPAX,10 mg comp.rec. x 30,dapagliflozina,Baliarda,DIABETES,100%,100%,
DAPAX,5 mg comp.rec. x 30,dapagliflozina,Baliarda,DIABETES,100%,100%,
DAPAX,10 mg comp.rec. x 30,dapagliflozina,Baliarda,DIABETES,100%,100%,
DAPSONA LAZAR,100 mg comp.x 50,dapsona,Lazar,AMBULATORIO UNIFICADO,50%,40%,
DAPSONA LAZAR,100 mg comp.x 50,dapsona,Lazar,AMBULATORIO UNIFICADO,50%,40%,
DARAPRIM,comp.x 20,pirimetamina,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
DARAPRIM,comp.x 20,pirimetamina,GlaxoSmithKline,AMBULATORIO UNIFICADO,50%,40%,
DARIFIN 7.5,7.5 mg comp.lib.prol.x30,darifenacina,Finadiet,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARIFIN 7.5,7.5 mg comp.lib.prol.x30,darifenacina,Finadiet,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARINAX 7.5,7.5mg comp.lib.prol.x 30,darifenacina,Laboratorios Bernabó,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARINAX 7.5,7.5mg comp.lib.prol.x 30,darifenacina,Laboratorios Bernabó,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARISEC,7.5 mg comp.x 15,darifenacina,Elea,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARISEC,7.5 mg comp.x 30,darifenacina,Elea,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARISEC,7.5 mg comp.x 15,darifenacina,Elea,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARISEC,7.5 mg comp.x 30,darifenacina,Elea,AMBULATORIO COMPLEMENTARIO,45%,40%,
DARZITIL,1000 mg comp.x 16,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,1000 mg comp.x 8,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,250 mg jbe.x 90 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 16,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 21,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 8,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 120 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 60 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 90 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,1000 mg comp.x 16,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,1000 mg comp.x 8,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,250 mg jbe.x 90 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 16,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 21,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg comp.x 8,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 120 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 60 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL,500 mg jbe.x 90 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL DUO,750 mg susp.x 70 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL DUO,875 mg comp.x 14,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL DUO,750 mg susp.x 70 ml,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL DUO,875 mg comp.x 14,amoxicilina,Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,comp.x 16,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,comp.x 8,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,susp.x 60 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,susp.x 90 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,comp.x 16,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS,comp.x 8,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS,comp.x 16,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,comp.x 8,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,susp.x 60 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,susp.x 90 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS,comp.x 16,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS,comp.x 8,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS 1000 MG,comp.x 14,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS 1000 MG,comp.x 7,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS 1000 MG,comp.x 14,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS 1000 MG,comp.x 7,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS 1000 MG,comp.x 14,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS 1000 MG,comp.x 7,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS 1000 MG,comp.x 14,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS 1000 MG,comp.x 7,"amoxicilina+clavulánico,ác.",Fabra,ONCOLÓGICO AMBULATORIO,100%,100%,Previa Inscripción al Plan
DARZITIL PLUS DUO,jbe.x 70 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DARZITIL PLUS DUO,jbe.x 70 ml,"amoxicilina+clavulánico,ác.",Fabra,AMBULATORIO UNIFICADO,50%,40%,
DATEVAN,20 mg comp.x 10,paroxetina,Rontag,AMBULATORIO UNIFICADO,50%,40%,
DATEVAN,20 mg comp.x 30,paroxetina,Rontag,AMBULATORIO UNIFICADO,50%,40%,
DATEVAN,20 mg comp.x 10,paroxetina,Rontag,AMBULATORIO UNIFICADO,50%,40%,
DATEVAN,20 mg comp.x 30,paroxetina,Rontag,AMBULATORIO UNIFICADO,50%,40%,
DAUNLIP,cáps.x 30,fenofibrato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DAUNLIP,cáps.x 60,fenofibrato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DAUNLIP,cáps.x 30,fenofibrato,Montpellier,CRONICOS,70%,70%,
DAUNLIP,cáps.x 60,fenofibrato,Montpellier,CRONICOS,70%,70%,
DAUNLIP,cáps.x 30,fenofibrato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DAUNLIP,cáps.x 60,fenofibrato,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DAUNLIP,cáps.x 30,fenofibrato,Montpellier,CRONICOS,70%,70%,
DAUNLIP,cáps.x 60,fenofibrato,Montpellier,CRONICOS,70%,70%,
DAURAN,10 mg comp.rec.x 30,dapagliflozina,Siegfried,CRONICOS,70%,70%,
DAURAN,10 mg comp.rec.x 30,dapagliflozina,Siegfried,DIABETES,100%,100%,
DAURAN,10 mg comp.rec.x 30,dapagliflozina,Siegfried,CRONICOS,70%,70%,
DAURAN,10 mg comp.rec.x 30,dapagliflozina,Siegfried,DIABETES,100%,100%,
DAZOMET,AP 1000 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DAZOMET,AP 500 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DAZOMET,AP 850 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DAZOMET,AP 1000 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DAZOMET,AP 500 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DAZOMET,AP 850 mg comp.x 60,metformina,Savant Vitarum,DIABETES,100%,100%,
DBI AP 500,500 mg comp.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.rec.AP x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP 500,500 mg comp.rec.AP x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP 500,500 mg comp.rec.AP x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI AP 500,500 mg comp.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP 500,500 mg comp.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP 500,500 mg comp.rec.AP x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP 500,500 mg comp.rec.AP x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP 500,500 mg comp.rec.AP x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP FORTE,1000 mg comp.rec.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP FORTE,1000 mg comp.rec.x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI AP METFORMINA,850 mg comp.rec.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI AP METFORMINA,850 mg comp.rec.x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,AMBULATORIO UNIFICADO,50%,40%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,CRONICOS,70%,70%,
DBI METFORMINA,500 mg comp.x 100,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 30,metformina,Montpellier,DIABETES,100%,100%,
DBI METFORMINA,500 mg comp.x 60,metformina,Montpellier,DIABETES,100%,100%,
DEBLAX,cáps.bl.x 1,vit.d3,Raffo,AMBULATORIO UNIFICADO,50%,40%,
DEBLAX,cáps.bl.x 2,vit.d3,Raffo,AMBULATORIO UNIFICADO,50%,40%,
DEBLAX,cáps.bl.x 1,vit.d3,Raffo,AMBULATORIO UNIFICADO,50%,40%,
DEBLAX,cáps.bl.x 2,vit.d3,Raffo,AMBULATORIO UNIFICADO,50%,40%,
